Expediente|Numero|Inscripcion|Fojas|Tomo|Libro|Predio|Fecha|Lugar|Observaciones
41331|1|565||138|1||8/5/06 000000|SAN SALVADOR EL VERDE, PUEBLA|
41321|1|352862|||||9/3/06 000000|PUEBLA|
41311|1|1413||138|J||16/8/06 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
41301|1|851077||||190754|31/3/06 000000|PUEBLA|
41291|1|766||138|1||2/6/06 000000|SANTA RITA TLAHUAPAN, PUEBLA|
41271|1|468||138|1||25/4/06 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
41261|1|926||137|1||20/1/06 000000|SAN SALVADORE EL VERDE, PUEBLA|
41251|1|442||138|1||24/4/06 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
41241|1|293|78|209|1||21/2/06 000000|CHOLULA, PUEBLA|
41221|1|943||137|1||23/1/06 000000|SAN SALVADOR EL VERDE, PUEBLA |
41211|1|853334||||6935|17/4/06 000000|PUEBLA|
41201|1|837567||||M-29/2006|12/1/06 000000|PUEBLA|
41191|1|1131|154|1|116||10/7/06 000000|HIDALGO|
41171|1|837162||||212992|9/1/06 000000|PUEBLA|
41161|1|856207||||41101|3/5/06 000000|PUEBLA|
41151|1|852643||||3394|11/4/06 000000|PUEBLA|
41141|1|837053||||362065|6/1/06 000000|PUEBLA|
43177|1|1542|199 VTA|140|1||23/4/08 000000|HUEJOTZINGO, PUE|
43155|1|39166|||||24/4/08 000000|HUEJOTZINGO, PUE|FOLIO MERCANTIL ELECTRONICO
43106|1|556|71 VTA|141|1||21/4/08 000000|HUEJOTZINGO, PUE|
41131|1|846291||||116392|20/1/06 000000||
43104|1|552|70 FTE|141|1||21/4/08 000000|HUEJOTZINGO, PUE|
41121|1|909||138|1||16/6/06 000000|HUEJOTZINGO, PUEBLA|
41051|1|839721|230/242|86/2006||189397|24/1/06 000000|PUEBLA|
40031|1|940||137|1||23/1/06 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
41021|1|837327||||292553|10/1/06 000000|PUEBLA|
41011|1|317|83|62|2||7/11/05 000000|SAN ANDRES CHOLULA, PUEBLA|
41001|1|837071||||103875|6/1/06 000000|SAN JERONIO CALERAS, PUEBLA|
40991|1|584||137|1||1/12/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40971|2|409|123|206|1||13/1/06 000000|CHOLULA, PUEBLA|
40971|1|837659||||1614|12/1/06 000000|PUEBLA|
40961|1|837303||||342384|10/1/06 000000|PUEBLA|
40951|1|825960||||54683|18/10/05 000000|PUEBLA|
40891|1|33086|||||18/10/05 000000|EL VERDE, PUEBLA|
40881|1|1179||137|1||20/2/06 000000|HUEJOTZINGO, PUEBLA|
40871|1|1254||137|1||24/2/06 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40851|1|179|47|62|2||17/10/05 000000|SAN PEDRO CHOLULA, PUEBLA|
40841|1|872|233|204|1||7/11/05 000000|SAN ANDRES CHOLULA, PUEBLA|
40831|1|820555||||358800|15/9/05 000000|SAN FELIPE HUEYOTLIPAN, PUEBLA|
40821|1|941||137|1||23/1/06 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
43408|1|1016508||||117107|27/8/08 000000|PUEBLA, PUE|
43375|1|1016770||||66104|28/8/08 000000|PUEBLA, PUE|
42787|1|1026|134 VTA|141|1||5/8/08 000000|HUEJOTZINGO, PUE|
43245|1|1027|134 FTE|141|1||5/8/08 000000|HUEJOTZINGO, PUE|
43358|1|1772|229 VTA|140|1||26/8/08 000000|HUEJOTZINGO, PUE|
43319|1|692|185 FTE|31|1||26/8/08 000000|HUEJOTZINGO, PUE|
42921|1|1763|227 FTE|140|1||25/8/08 000000|HUEJOTZINGO, PUE|
43214|1|1764|228 VTA|140|1||25/8/08 000000|HUEJOTZINGO, PUE|
43386|1|1766|228 VTA|140|1||25/8/08 000000|HUEJOTZINGO, PUE|
43348|1|1758|227 VTA|140|1||25/8/08 000000|HUEJOTZINGO, PUE|
42886|1|1767|228 VTA|140|1||25/8/08 000000|HUEJOTZINGO, PUE|
43385|1|1765|228 VTA|140|1||25/8/08 000000|HUEJOTZINGO, PUE|
43320|1|1770|228 FTE| 140|1||26/8/08 000000|HUEJOTZINGO, PUE|
43055|1|1776|229 FTE|140|1||26/8/08 000000|HUEJOTZINGO, PUE|
43321|1|1771|228 FTE|140|1||26/8/08 000000|HUEJOTZINGO, PUE|
43287|1|1028|134 FTE|141|1||5/8/08 000000|HUEJOTZINGO, PUE|
43429|1|382912|||||26/8/08 000000|PUEBLA, PUE|FOLIO MERCANTIL ELECTRONICO
43414|1|1016354||||340359|27/8/00 000000|PUEBLA, PUE|
43241|1|1015850|||||25/8/08 000000|PUEBLA, PUE|MAT 1646/2002
43361|1|1769|228 F|140|1||25/8/08 000000|HUEJOTZINGO, PUE|
43360|1|1768|228 F|140|1||25/8/08 000000|HUEJOTZINGO, PUE|
43368|1|1016329||||401061|27/8/08 000000|PUEBLA, PUE|
43313|1|383922|||||25/7/08 000000|PUEBLA, PUE|FOLIO MERCANTIL ELECTRONICO
43329|3|1775|229 VTA|140|1||26/8/08 000000|HUEJOTZINGO, PUE|MIROSLAVA CASSABALL NUEZ
43329|2|1774|229 VTA|140|1||26/8/08 000000|HUEJOTZINGO, PUE|KARELIA CASSABALL NUEZ
43329|1|1773|229 VTA|140|1||26/8/08 000000|HUEJOTZINGO, PUE|JOSE CESAR CASSABAL FLORES
40811|1|352||137|1||7/11/05 000000|SAN MARTIN TEXLUCAN, PUEBLA|
40791|1|820371||||317424|14/9/05 000000|PUEBLA|
40781|5|321||138|1||5/4/05 000000|SAN MARTIN TEXLUCAN, PUEBLA|
40781|4|320||138|1||5/4/05 000000|SAN MARTIN TEXLUCAN, PUEBLA|
40781|3|319||138|1||5/4/05 000000|SAN MARTIN TEXLUCAN, PUEBLA|
40781|2|318||138|1||5/4/05 000000|SAN MARTIN TEXLUCAN, PUEBLA|
40781|1|317||138|1||5/4/06 000000|SAN MARTIN TEXLUCAN, PUEBLA|
40348|1|870|108 FTE.|136|1||17/5/05 000000|HUEJOTZINGO, PUE.|
40779|5|168||138|1||23/3/05 000000|SAN MARTIN TEXLUCAN, PUEBLA|
40779|4|167||138|1||23/3/06 000000|SAN MARTIN TEXLUCAN, PUEBLA|
40779|3|166||138|1||23/3/06 000000|SAN MARTIN TEXLUCAN, PUEBLA|
40779|2|165||138|1||23/3/06 000000|SAN MARTIN TEXLUCAN, PUEBLA|
40779|1|164||138|1||23/3/06 000000|SAN MARTIN TEXLUCAN, PUEBLA|
40739|1|186||137|1||19/10/05 000000|SAN SALVADOR EL VERDE, PUEBLA|
40729|1|355||137|1||7/11/05 000000|SAN MARTIN TEXLUCAN, PUEBLA|
40719|1|188||137|1||19/10/05 000000|SAN MARTIN TEXLUCAN, PUEBLA|
40709|1|628|16|61|2||18/8/05 000000|CHOLULA,PUEBLA|
40699|1|125||137|1||12/10/05 000000|SAN MARTIN TEXLUCAN, PUEBLA|
40669|1|813103|312/315|558/2005|5|127847|4/8/05 000000|PUEBLA|
40649|1|1314|||||2/8/05 000000|PUEBLA|
40629|1|759|202|61|2||6/9/05 000000|CHOLULA, PUEBLA|
40619|1|1413|170|135|1||7/9/05 000000|SAN MARTIN TEXLUCAN, PUEBLA|
40609|1|1692|211|136|1||16/8/05 000000|HUEJOTZINGO, PUEBLA|
40599|1|1795|224|136|1||25/8/05 000000|SAN MARTIN TEXLUCAN, PUEBLA|
40668|1|312||138|1||5/4/06 000000|EL MORAL, SAN MARTIN TEXMELUCA|
40648|1|489||137|1||21/11/05 000000|SAN BALTAZAR TEMAXCALAC, SAN M|
40628|1|296|75 VTA.|205|1||6/9/05 000000|SAN NICOLAS DE LOS RANCHOS CHO|
40618|1|447||138|1||24/4/06 000000|SANTA CATARINA HUYATZACOALCO, |
40608|1|609||137|1||2/12/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40598|1|1532|191 FTE. |136|UNO||25/7/05 000000|SAN SIMON ATZIZINTLA, EL VERDE|
40588|1|243||138|1||29/3/06 000000|SAN LUCAS ATOYATENCO, TEXMELUC|
40578|1|1793|223 VTA.|136|1||25/8/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40568|1|1056|178 FTE. |14|2||22/8/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40548|1|825057|||||13/10/05 000000|PUEBLA, PUE.|
40538|1|978|165 FTE.|14|2||20/6/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40528|1|029671|||||14/11/05 000000|SAN PABLO XICHIMEHUACAN DE IGN|INDICE DE PREDIOS 262262
40518|1|1472|183 V.|136|1||14/7/05 000000|SAN JUAN TUXCO, MUNICIPIO SAN|
40498|1|261|70 VTA.|61|2||28/6/05 000000|CHOLULA, PUE.|
40478|1|1436|179 FTE.|136|UNO||12/7/05 000000|HUEJOTZINGO, PUE.|
40468|1|958|182 FTE.|1|8||16/6/05 000000|HUEJOTZINGO, PUE.|
40458|1|809475|184/201|491/2005|5 C.||8/7/05 000000|PUEBLA, PUE.|
40448|1|1363|170 F.|136|1||6/7/05 000000|SAN LUCAS ATOYATENCO, TEXMELUC|
40438|1|1470|183 F.|136|1||14/7/05 000000|SANTA RITA TLAHUAPAN, EX DISTR|
40428|1|1132|141 FTE.|136|1||10/6/05 000000|HUEJOTZINGO, PUE.|
40418|1|843||2004|||17/5/05 000000|PUEBLA, PUE.|
40408|1|1178|146 V.|136|1||21/6/05 000000|HUEJOTZINGO, PUEBLA|
40398|1|800148|||||9/5/05 000000|PUEBLA, PUEBLA|
40388|1|491|148 V. |136|||26/6/05 000000|HUEJOTZINGO, PUEBLA|
40378|1|809275|355/360|488/2005|5 C.|206154-BIS|7/7/05 000000|PUEBLA, PUEBLA|
40368|1|3177-6|||||25/4/05 000000|HUEJOTZINGO, PUEBLA|
40338|1|1028|128 F.|136|1||1/6/05 000000|HUEJOTZINGO, PUEBLA|
40328|1|1178||137|1||20/2/06 000000|SAN MARTINITO, SANTA RITA TLAH|
40318|1|808801|259/270|481/2005|5 C.||5/7/05 000000|PUEBLA, PUEBLA|
40308|1|574|164 VTA.|200|1||19/5/05 000000|CHOLULA, PUEBLA|
40278|1|866|107 VTA.|136|1||17/5/05 000000|HUEJOTZINGO, PUEBLA|
40268|1|798789|403/414|308/2005|5 C.||28/4/05 000000|PUEBLA, PUEBLA|
40258|1|804441|269/275|410/2005|5 C||7/6/05 000000|PUEBLA, PUEBLA|
40248|1|733||14|2||28/3/05 000000|HUEJOTZINGO, PUEBLA|
40228|1|1031|128 V.|136|1||1/6/05 000000|HUEJOTZINGO, PUEBLA|
40218|1|544|149 VTA.|II|1||16/2/05 000000|PUEBLA, PUE.|
40208|1|370||136|1||18/3/05 000000|HUEJOTZINGO, PUEBLA|
40198|1|187||136|1||4/3/05 000000|SAN LUCAS ATOYATENCO, TEXMELUC|
40188|1|787937|93/98|109/2005|5o.||14/2/05 000000|PUEBLA, PUE.|
40178|1|791||136|||4/5/05 000000|HUEJOTZINGO, PUEBLA|
40479|1|1434|178|136|1||12/7/05 000000|TEXMELUCAN, PUEBLA|
40459|1|623|161|203|1||12/7/05 000000|CHOLULA, PUEBLA|
40449|1|1432|178|136|1||12/7/05 000000|TEXMELUCAN, PUEBLA|
40439|1|1471|183|136|1||14/7/05 000000|HUEJOTZINGO, PUEBLA|
40429|1|147|40|203|1||9/6/05 000000|CHOLULA, PUEBLA|
40419|1|803962|304/315|401/2005|5|298904|3/6/05 000000|PUEBLA, PUEBLA|
40399|1|293|81|136|1||14/6/05 000000|ATLIXCO, PUEBLA|
40389|1|31|9|203|1||6/6/05 000000|CHOLULA, PUEBLA|
40379|1|1236|154|136|1||23/6/05 000000|HUEJOTZINGO, PUEBLA|
40349|1|1186|147|136|1||21/6/05 000000|HUEJOTZINGO, PUEBLA|
40339|1|1027|128|136|1||1/6/05 000000|HUEJOTZINGO, PUEBLA|
40329|1|993||137|1||25/1/06 000000|SANTA RITA TLAHUAPAN, PUEBLA|
40279|1|337332|||||29/3/05 000000|PUEBLA, PUEBLA|
40249|1|1422|143|2|114||10/6/05 000000|TLAXCALA, HIDALGO|
40239|3|374||136|1||18/3/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40239|2|369||136|1||18/3/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40239|1|373||136|1||18/3/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40229|1|1235|154|136|1||23/6/05 000000|HUEJOTZINGO, PUEBLA|
40219|1|7888893|100/105|134/2005|5|227485|18/2/05 000000|PUEBLA, PUEBLA|
40199|1|120||136|1||1/3/05 000000|HUEJOTZINGO, PUEBLA|
40189|1|186||136|1||4/3/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40179|1|792||136|||4/5/05 000000|HUEJOTZINGO, PUEBLA|
40169|1|184||136|1||4/3/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40159|1|3154-6|||||9/2/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40149|1|41||XIX|||25/1/05 000000|PUEBLA, PUEBLA|
43194|1|1011694||||286061|5/8/08 000000|PUEBLA, PUE|
40623|1|69||2000|||30/11/05 000000|PUEBLA, PUEBLA|
39938|1|849||135|1||17/12/04 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
39928|1|393||14|2||26/11/04 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40029|1|986||135|1||13/1/05 000000|HUEJOTZINGO, PUEBLA|
40019|1|1192||135|1||28/1/05 000000|HUEJOTZINGO, PUEBLA|
39908|1|730||135|1||9/12/04 000000|EL VERDE, PUEBLA|
39898|1|31346|||||16/11/04 000000|PUEBLA|
40009|1|1021|102 V|SEC PRIMER|VOL. 114||16/3/05 000000|DISTRITO DE HIDALGO, TLAXCALA|
39888|1|391||14|2||26/11/04 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
39999|1|976||135|1||12/1/05 000000|HUEJOTZINGO, PUEBLA|
39989|1|914||135|1||6/1/05 000000|HUEJOTZINGO, PUEBLA|
39878|1|840299|||||10/1/06 000000||
39979|1|982|122 FTE|136|1||27/5/05 000000|HUEJOTZINGO, PUEBLA|
39969|1|1122||135|1||21/1/05 000000|HUEJOTZINGO, PUEBLA|
39959|1|922||135|1||6/1/05 000000|HUEJOTZINGO, PUEBLA|
39949|3|7827091||||42358|5/1/05 000000|PUEBLA, PUEBLA|
39949|2|7827091||||39554|5/1/05 000000|PUEBLA, PUEBLA|
39949|1|858||135|1||17/12/04 000000|HUEJOTZINGO, PUEBLA|
39939|1|998||135|1||14/1/05 000000|HUEJOTZINGO, PUEBLA|
40747|1|757|202|61|2||6/9/05 000000|SAN ANDRES CHOLULA, PUEBLA|
39929|1|975||135|1||12/1/05 000000|HUEJOTZINGO, PUEBLA|
40727|1|1188||2003|||15/8/05 000000|PUEBLA|
40717|1|833315||||362283|5/12/05 000000|PUEBLA|
39909|1|780607|256/298|996/2004|5 C|39429|10/12/04 000000|PUEBLA, PUEBLA|
40697|1|826947||||360773|25/10/05 000000|PUEBLA|
39899|1|776092|11/15|907/2004|5 C|234972|11/11/04 000000|PUEBLA, PUEBLA|
40677|1|822454||||132569|28/9/05 000000|PUEBLA|
39889|1|969||135|1||12/1/05 000000|HUEJOTZINGO, PUEBLA|
39879|1|852||135|1||17/12/04 000000|HUEJOTZINGO, PUEBLA|
40667|1|925|238|203|1||18/8/05 000000|CHOLULA, PUEBLA|
40657|1|189||137|1||19/10/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40647|1|358||137|1||7/11/05 000000|HUEJOTZINGO, PUEBLA|
40627|1|286|73|205|1||2/9/05 000000|CHOLULA, PUEBLA|
40617|1|3777|||||14/7/05 000000|PUEBLA|
40607|1|133||137|1||13/10/05 000000|HUEJOTZINGO, PUEBLA|
40597|1|1531|191|136|1||25/7/05 000000|EL VERDE , PUEBLA|
40587|1|1062||138|1||30/6/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40579|1|809334|408/425|489/2005|5|151602|7/7/05 000000|PUEBLA|
40569|1|32186|||||11/7/05 000000|HUEJOTZINGO, PUEBLA|
40559|1|1623|202|136|1||9/8/05 000000|HUEJOTZINGO, PUEBLA|
40549|1|813143|469/479|559/2005|5|33475|4/8/05 000000|PUEBLA|
40529|1|190||137|1||19/10/05 000000|HUEJOTZINGO, PUEBLA|
40519|1|31286|||||1/8/05 000000|TEXMELUCAN, PUEBLA|
40509|1|813695|302/313|573/2005|5|91719|9/8/05 000000|PUEBLA|
40499|1|625|161|203|1||12/7/05 000000|CHOLULA, PUEBLA|
40489|1|1283|160|136|1||28/6/05 000000|HUEJOTZINGO, PUEBLA|
43430|1|769|193 VTA|239|1||22/8/08 000000|CHOLULA, PUE|
43299|1|710|194|239|1||22/8/08 000000|CHOLULA, PUE|
43401|1|741|186 VTA|239|1||21/8/08 000000|CHOLULA, PUE|
43371|1|740|186 vta|239|1||21/8/08 000000|CHOLULA, PUE|
43424|1|364|92 VTA|73|2||21/8/08 000000|CHOLULA, PUE|
42795|1|666|344|148|1||28/7/08 000000|ATLIXCO, PUE|
43411|1|1014699||||346615|20/8/08 000000|PUEBLA, PUE|
43349|1|1014688||||395918|20/8/08 000000|PUEBLA, PUE|
39890|1|746||135|1||10/12/04 000000|HUEJOTZINGO, PUEBLA|
39880|1|813||135|1||15/12/04 000000|HUEJOTZINGO, PUEBLA|
40768|6|16||138|1||3/3/06 000000|SAN LUCAS ATOYATENCO, SAN MART|ALBERTO PEREZ PEREZ
40768|5|15||138|1||3/3/06 000000|SAN LUCAS ATOYATENCO, SAN MART|LAZARO HERNANDEZ SANCHEZ
40768|4|14||138|1||3/3/06 000000|SAN LUCAS ATOYATENCO, SAN MART|MIGUEL ANGEL GARCIA MENDOZA
40768|3|13||138|1||3/3/06 000000|SAN LUCAS ATOYATENCO, SAN MART|DOLOES HERNANDEZ PABLO
40768|2|12||138|1||3/3/06 000000|SAN LUCAS ATOYATENCO, SAN MART|DOLORES HERNANDEZ PABLO
40768|1|11||138|1||3/3/06 000000|SAN LUCAS ATOYATENCO, SAN MART|DOLORES HERNANDEZ PABLO
40758|1|345532|||||11/10/05 000000|PUEBLA, PUE.|
43297|1|509|129 VTA|238|1||15/8/08 000000|CHOLULA, PUE|
40728|1|345||137|1||7/11/05 000000|EL MORAL, SAN MARTIN TEXMELUCA|
40718|1|187||137|1||19/10/05 000000|SAN MARTIN TEXMELUCAN, PUE.|
40708|1|-----|37|875/2005|V||17/11/05 000000|PUBLA, PUE.|
40698|1|259|284 V|30|1||12/10/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40688|1|184|47 VTA.|205|UNO||29/8/05 000000|CHOLULA, PUE.|
40678|1|820249|||||14/9/05 000000|PUEBLA, PUEBLA|
39619|1|1557|194 FTE|136|1||1/8/05 000000|HUEJOTZINGO, PUEBLA|
40139|1|92|44 VTA|XLII|1 AUXILIA||25/1/05 000000|PUEBLA, PUEBLA|
40129|1|125||136|1||1/3/05 000000|HUEJOTZINGO, PUEBLA|
40119|1|1246||135|1||7/2/05 000000|HUEJOTZINGO, PUEBLA|
40099|1|31||136|1||21/2/05 000000|HUEJOTZINGO, PUEBLA|
40089|1|649||136|||20/4/05 000000|HUEJOTZINGO, PUEBLA|
40079|1|1117||135|1||21/1/05 000000|HUEJOTZINGO, PUEBLA|
40059|1|127||136|1||1/3/05 000000|HUEJOTZINGO, PUEBLA|
43231|1|1011576||||227111|4/8/08 000000|PUEBLA, PUE|
43342|1|1077|220 VTA|SECC 2|VOL 15||21/7/08 000000|HIDALGO, TLAXCALA|
43382|1|396802|||||24/7/08 000000|PUEBLA, PUE|FOLIO MERCANTIL ELECTRONICO
40168|1|185||136|1||4/3/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40158|1|122||136|1||1/3/05 000000|SAN LUCAS ATOYATENCO, PUEBLA|
40128|1|553||14|2||21/1/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40118|1|1242||135|1||7/2/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40108|1|1266||135|1||9/2/05 000000|TEXMELUCAN, PUEBLA|
40098|1|1124||135|1||21/1/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40088|1|8||136|1||16/2/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40078|1|1239||135|1||7/2/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40068|1|1075||135|1||19/1/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40058|1|1126||135|1||21/1/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40048|1|1165||135|1||26/1/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40038|1|996||135|1||13/1/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40018|1|1000||135|1||14/1/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40008|1|1023|102|1|114||16/3/05 000000|TLAXCALA|
39998|1|851||135|1||17/12/04 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
39978|1|978||135|1||12/1/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
39968|1|1123||135|1||21/1/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
39958|1|1206||135|1||31/1/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40049|1|1128||135|1||21/1/05 000000|HUEJOTZINGO, PUEBLA|
39358|2|1206||135|1||31/1/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40039|1|599||14|2||23/2/05 000000|HUEJOTZINGO, PUEBLA|
39948|1|854||135|1||17/12/04 000000|HUEJOTZINGO, PUEBLA|
40577|1|1667|208|136|1||16/8/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40567|1|1646|205|136|1||10/8/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40547|1|142701||||11287|4/11/05 000000|TECALI, PUEBLA|
40537|1|259|70|61|2||28/6/05 000000|SAN ANDRES CHOLULA, PUEBLA|
40517|1|1468|183|136|1||14/7/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40507|1|1233|153|136|1||23/6/05 000000|HUEJOTZINGO, PUEBLA|
40497|1|1027||137|1||27/1/06 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40477|1|3205-6|||||17/6/05 000000|HUEJOTZINGO, PUEBLA|
40467|1|3200-6|||||15/6/05 000000|HUEJOTZINGO, PUEBLA|
40457|1|1574|196|136|1||3/8/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40447|1|1362|169|136|1||6/7/05 000000|TEXMELUCAN, PUEBLA|
40437|1|248||137|1||26/10/05 000000|HUEJOTZINGO, PUEBLA|
40427|1|1194|148|136|1||21/6/05 000000|HUEJOTZINGO, PUEBLA|
40417|1|905|153|14|2||19/5/05 000000|HUEJOTZINGO, PUEBLA|
43120|1|983|129 VTA|141|1||22/7/08 000000|HUEJOTZINGO, PUE|
42878|1|954|125 VTA|141|1||14/7/08 000000|HUEJOTZINGO, PUE|
43422|1|382912|||||24/7/08 000000|PUEBLA, PUE|FOLIO MERCANTIL ELECTRONICO
43370|1|397412|||||21/7/08 000000|PUEBLA, PUE|FOLIO MERCANTIL ELECTRONICO
42616|1|905|227 VTA|72|2||24/7/08 000000|CHOLULA, PUE|
43206|1|1009329||||78279|22/7/08 000000|PUEBLA, PUE|
41170|1|262||138|1||30/3/06 000000|HUEJOTZINGO, PUEBLA|
41770|1|275|98 VTA|XLIII|1 COMERCIO||21/9/06 000000|PUEBLA, PUEBLA|MAT. 86/TOMO 23 LIBRO 1
41760|7|875728||||373262|25/8/06 000000|PUEBLA, PUEBLA|
41760|6|875728||||373261|25/8/06 000000|PUEBLA, PUEBLA|
41760|5|875728||||373259|25/8/06 000000|PUEBLA, PUEBLA|
41760|4|875728||||373258|25/8/06 000000|PUEBLA, PUEBLA|
41760|3|875728||||373257|25/8/06 000000|PUEBLA, PUEBLA|
41760|2|875728||||373256|25/8/06 000000|PUEBLA, PUEBLA|
41760|1|875728||||373255|25/8/06 000000|PUEBLA, PUEBLA|
41750|1|874765||||281534|21/8/06 000000|PUEBLA, PUEBLA|
41730|1|871246||||217358|31/7/06 000000|PUEBLA, PUEBLA|
41720|1|155||139|1||8/9/06 000000|HUEJOTZINGO, PUEBLA|
41710|1|456|165 VTA|91|1||22/9/06 000000|HUEJOTZINGO, PUEBLA|
41700|1|81|21|65|2||3/8/06 000000|CHOLULA, PUEBLA|
41690|1|606||15|2||4/8/06 000000|HUEJOTZINGO, PUEBLA|
41680|1|1484||138|1||21/8/06 000000|HUEJOTZINGO, PUEBLA|
41660|1|871372||||333724|1/8/06 000000|PUEBLA, PUEBLA|
41650|1|9188616|||||23/10/07 000000|MEXICO, DISTRITO FEDERAL|
41640|1|1345|138|1|||7/8/06 000000|HUEJOTZINGO, PUEBLA|
41630|1|40||139|1||24/8/06 000000|HUEJOTZINGO, PUEBLA|
41620|1|503||139|1||24/10/06 000000|HUEJOTZINGO, PUEBLA|
41610|1|110||139|1||5/9/06 000000|HUEJOTZINGO, PUEBLA|
41600|1|1296||138|1||3/8/06 000000|HUEJOTZINGO, PUEBLA|
43416|1|1009697|||||23/7/08 000000|PUEBLA, PUE|MAT1239/2002
41590|1|862415|||||8/6/06 000000|PUEBLA, PUEBLA|
41570|1|715|186|210|1||13/6/06 000000|CHOLULA, PUEBLA|
41550|1|16516|||||30/6/06 000000|HUEJOTZINGO, PUEBLA|
41530|1|891|227|211|1||7/6/06 000000|CHOLULA, PUEBLA|
41520|1|992||138|1||23/6/06 000000|HUEJOTZINGO, PUEBLA|
41510|1|866||138|1||13/6/06 000000|HUEJOTZINGO, PUEBLA|
41500|1|593|170 FTE|921|1||18/4/06 000000|HUEJOTZINGO, PUEBLA|
41490|1|852381|||||7/4/06 000000|PUEBLA, PUEBLA|M-86/74
41470|1|860159|249/260|527-2006|5 C|52953|29/5/06 000000|PUEBLA, PUEBLA|
41460|1|892|227 VTA|211|1||7/6/06 000000|CHOLULA, PUEBLA|
41450|1|1229||138|1||14/7/06 000000|HUEJOTZINGO, PUEBLA|
41440|1|991||138|1||23/6/06 000000|HUEJOTZINGO, PUEBLA|
41430|1|605|154 VTA|211|1||18/5/06 000000|CHOLULA, PUEBLA|
41410|4|993||138|1||23/6/06 000000|HUEJOTZINGO, PUEBLA|
41410|3|994||138|1||23/6/06 000000|HUEJOTZINGO, PUEBLA|
41410|2|995||138|1||23/6/06 000000|HUEJOTZINGO, PUEBLA|
41410|1|996||138|1||23/6/06 000000|HUEJOTZINGO, PUEBLA|
42800|1|973|127 FTE|141|1||18/7/08 000000|HUEJOTZINGO, PUE|
43252|1|972|127 FTE|141|1||18/7/08 000000|HUEJOTZINGO, PUE|
43250|1|978|128 VTA|141|1||18/7/08 000000|HUEJOTZINGO, PUE|
43261|1|977|128 VTA|141|1||18/7/08 000000|HUEJOTZINGO, PUE|
43283|1|971|127 FTE|141|1||18/7/08 000000|HUEJOTZINGO, PUE|
43282|1|970|127 VTA|141|1||18/7/08 000000|HUEJOTZINGO, PUE|
43243|1|948|124 FTE|141|1||11/7/08 000000|HUEJOTZINGO, PUE|
43365|1|776|138 VTA|16|2||14/7/08 000000|HUEJOTZINGO, PUE|
43289|1|949|124 FTE|141|1||11/7/08 000000|HUEJOTZINGO, PUE|
43246|1|943|124 VTA|141|1||11/7/08 000000|HUEJOTZINGO, PUE|
43171|1|944|124 VTA|141|1||11/7/08 000000|HUEJOTZINGO, PUE|
43244|1|940|123 VTA|141|1||10/7/08 000000|HUEJOTZINGO, PUE|
42690|1|939|123 VTA|141|1||10/7/08 000000|HUEJOTZINGO, PUE|
